,SYSTEM,CATG_MGT_PNL,ACCT_CATG,CUST_NAME,ACCT_NAME,ACCT_NO,CONT_NO,LINE_NO,GN,CN,BUSI_CODE,CONTRACT_ADDR1,CONTRACT_ADDR2,CONTRACT_ADDR3,CONTRACT_ADDR4,BUILDING_ID,INST_ADDR_FLAT,INST_ADDR_FLOR,ADDRESS,INST_ADD1,INST_ADD2,INST_ADD3,INST_ADD4
5192,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555702,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
6598,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522140,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
10920,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,12,36902393,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00101018,SHOP G031-G033,G,TUEN MUN TOWN PLZ COMM CTR TUEN MUN TOWN PLZ TUEN MUN NT,SHOP G031-G033 G/F,TUEN MUN TOWN PLZ COMM CTR PH 1,TUEN MUN TOWN PLAZA,TUEN MUN NT
11619,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF AS WATSON GROUP (HK) LTD",452394,1,28611690,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00006749,,,TRUST TOWER 68 JOHNSTON RD WAN CHAI HK,G/F,TRUST TOWER,68-74 JOHNSTON RD,HK
13190,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,7,25611375,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00100010,FLAT 16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,FLAT 16-17 B/F,SHOPPING ARC PROVIDENT CTR,WHARF RD,NORTH POINT HK
23055,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF AS WATSON GROUP (HK) LTD",452394,1,25280972,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00006749,,,TRUST TOWER 68 JOHNSTON RD WAN CHAI HK,BASEMENT,TRUST TOWER,68-74 JOHNSTON RD,HK
23755,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,22,39043976,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1-5 WO LIU HANG ROAD,FOTAN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
23968,ONOP,IDAP/IDAM,IC,FORTRESS,FORTRESS,452311,4,25555701,GN00412,CN00000171,VOICE,.,WATSON HOUSE,1 -5 WO LIU HANG ROAD,FO TAN SHATIN,35007701,,11,HUTCHISON TELECOM TOWER 99 CHEUNG FAI RD TSING YI NT,11/F,HUTCHISON TELECOM TOWER,CHEUNG FAI RD,TSING YI NT
31646,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,18,39043975,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
32859,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,11,23680937,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020548,SHOP 8 & 17,G,MIRADOR MANS (3-R/F) 54-64B NATHAN RD TSIM SHA TSUI KLN,SHOP 8 & 17 G/F,MIRADOR MANS,54-64B NATHAN RD,TSIM SHA TSUI KLN
34812,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,22,39043973,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1-5 WO LIU HANG ROAD,FOTAN NT,32403202,SHOP 450-453,L4,BLOCK 1 TSUEN WAN PLAZA 4-30 TAI PA ST TSUEN WAN NT,SHOP 450-453 L4/F BLOCK 1,TSUEN WAN PLAZA,4-30 TAI PA ST,TSUEN WAN NT
36203,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,10,26408208,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003844,SHOP 364,3,MA ON SHAN PLAZA BAYSHORE TOWERS MA ON SHAN NT,SHOP 364 3/F,MA ON SHAN PLAZA,BAYSHORE TOWERS,MA ON SHAN NT
46877,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,23116077,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
46878,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,35273002,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
48827,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31651475,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00002072,SHOP NO.1-6,G,HOLLYWOOD PLAZA 610 NATHAN RD MONG KOK KLN,SHOP NO.1-6 G/F,HOLLYWOOD PLAZA,610 NATHAN RD,MONG KOK KLN
49054,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,18,31631932,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00010639,SHOP 202-207,L2,BLOCK 3 LUNG WAN ST 8 METROPOLIS PLZ SHEUNG SHUI NT,SHOP 202-207 L2/F BLOCK 3,,METROPOLIS PLAZA,SHEUNG SHUI NT
54575,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555126,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
57391,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555713,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
57392,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25550710,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
66215,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,21231104,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00007910,SHOP79-80&91-97,2,WU CHUNG HSE 213 QUEEN'S RD E WAN CHAI HK,SHOP 79-80&91-97 2/F BLOCK 1,ADMIRALTY CTR BLK 1,18 HARCOURT RD,CENTRAL DISTRICT HK
68377,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,15,35292434,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00012654,SHOP 258,2,SHOPPING ARCADE EAST POINT CITY TSEUNG KWAN O NT,SHOP 258 2/F,SHOPPING ARCADA,EAST POINT CITY,TSEUNG KWAN O KLN
68803,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,25689977,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
69300,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,12,36902392,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00101018,SHOP G031-G033,G,TUEN MUN TOWN PLZ COMM CTR TUEN MUN TOWN PLZ TUEN MUN NT,SHOP G031-G033 G/F,TUEN MUN TOWN PLZ COMM CTR PH 1,TUEN MUN TOWN PLAZA,TUEN MUN NT
76174,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,15,21210694,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00100010,SHOP B16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,SHOP B16-17 B/F,HOMEWORLD,PROVIDENT CTR,NORTH POINT HK
76861,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218637,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon KLN
86052,ONOP,,IC,FORTRESS,FORTRESS,171,1,81210116,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
86342,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,21212207,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000037,TOWER 1,2,TOWER 1 / 2 COMM COMPLEX ADMIRALTY CTR 18 HARCOURT RD CENTRAL DISTRICT HK,TOWER 1 2/F,COMM COMPLEX ADMIRALTY CTR,18 HARCOURT RD,CENTRAL DISTRICT HK
92501,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,11,23673413,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020548,SHOP 8 & 17,G,MIRADOR MANS (3-R/F) 54-64B NATHAN RD TSIM SHA TSUI KLN,SHOP 8 & 17 G/F,MIRADOR MANS,54-64B NATHAN RD,TSIM SHA TSUI KLN
101365,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF AS WATSON GROUP (HK) LTD",452394,1,21436538,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00006749,,,TRUST TOWER 68 JOHNSTON RD WAN CHAI HK,G/F,TRUST TOWER,68-74 JOHNSTON RD,HK
105011,ONOP,BDEL,IC,FORTRESS,FORTRESS,10470748,1,21239413,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090486,SHOP NO.232-237,2,+WOO KINGSWOOD VILLAS TIN SHUI WAI NT,SHOP NO.232-237 2/F,KINGSWOOD GINZA SHOP ARCADE PH 1,KINGSWOOD VILLAS,TIN SHUI WAI NT
110395,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,2,31562949,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003439,SHOP 419-423,L4,LANDMARK NORTH SHEK WU HUI 39 LUNG SUM AVE SHEUNG SHUI NT,SHOP 419-423 L4/F,LANDMARK NORTH SHEK WU HUI,39 LUNG SUM AVE,SHEUNG SHUI NT
117124,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,2,31604576,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003439,SHOP 419-423,L4,LANDMARK NORTH SHEK WU HUI 39 LUNG SUM AVE SHEUNG SHUI NT,SHOP 419-423 L4/F,LANDMARK NORTH SHEK WU HUI,39 LUNG SUM AVE,SHEUNG SHUI NT
120958,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,7,25622692,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00100010,FLAT 16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,FLAT 16-17 B/F,SHOPPING ARC PROVIDENT CTR,WHARF RD,NORTH POINT HK
132213,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,15,35292433,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00012654,SHOP 258,2,SHOPPING ARCADE EAST POINT CITY TSEUNG KWAN O NT,SHOP 258 2/F,SHOPPING ARCADA,EAST POINT CITY,TSEUNG KWAN O KLN
133142,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555121,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
133143,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555132,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
135722,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,25682018,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
138206,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31651258,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00002072,SHOP NO.G7-G12,G,HOLLYWOOD PLAZA 610 NATHAN RD MONG KOK KLN,SHOP NO.G7-G12 G/F,HOLLYWOOD PLAZA,610 NATHAN RD,MONG KOK KLN
149874,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867213,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,3/F,SHOP 305-306  MARITINE SQUARE,TSING KING RD,Tsing Yi NT
150741,ONOP,,IC,FORTRESS,FORTRESS,171,1,94753332,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
153929,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,23112873,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
161709,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31561154,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00003439,FLAT 301,L3,LANDMARK NORTH SHEK WU HUI 39 LUNG SUM AVE SHEUNG SHUI NT,FLAT 301 L3/F,LANDMARK NORTH SHEK WU HUI,39 LUNG SUM AVE,SHEUNG SHUI NT
163854,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555120,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
164414,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555104,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
173326,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF AS WATSON GROUP (HK) LTD",452394,1,25290132,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00006749,,,TRUST TOWER 68 JOHNSTON RD WAN CHAI HK,BASEMENT,TRUST TOWER,68-74 JOHNSTON RD,HK
177749,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25553948,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
179271,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,21873432,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00000123,,1,CHIVAS GODOWN 60 KA YIP ST CHAI WAN HK,1/F,CHIVAS GODOWN,60 KA YIP ST,CHAI WAN HK
180605,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555109,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
180606,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555715,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
184558,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,26,31534540,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000279,SHOP G9-G10&G73,G,KOLOUR TSUEN WAN I 68 CHUNG ON ST TSUEN WAN NT,SHOP G9-G10&G73 G/F,CITY LANDMARK I,68 CHUNG ON ST,TSUEN WAN NT
194781,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555719,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
196911,ONOP,,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,16,29221434,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,,,,,,,,
203167,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25550953,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CENTRE,23 YIP HING ST,WONG CHUK HANG
204779,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555184,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
210887,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21868462,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00001089,,G,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,G/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
214435,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,28731673,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CENTRE,23 YIP HING ST,WONG CHUK HANG
219076,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,28668179,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000037,TOWER 1,2,TOWER 1 / 2 COMM COMPLEX ADMIRALTY CTR 18 HARCOURT RD CENTRAL DISTRICT HK,TOWER 1 2/F,COMM COMPLEX ADMIRALTY CTR,18 HARCOURT RD,CENTRAL DISTRICT HK
219920,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,20,31523114,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00005786,SHOP 287A,2,SHUN TAK CTR WEST TOWER SHUN TAK CTR SHEUNG WAN HK,SHOP 287A 2/F,SHUN TAK CTR WEST TOWER,SHUN TAK CTR,SHEUNG WAN HK
225105,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,25,39070417,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00007563,SHOP 316 & 317C,L3,WINDSOR HSE 311 GLOUCESTER RD CAUSEWAY BAY HK,SHOP 316 & 317C L3/F,WINDSOR HSE,311 GLOUCESTER RD,CAUSEWAY BAY HK
227194,ONOP,,IC,FORTRESS,FORTRESS,171,1,81216500,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
228050,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,25285875,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000037,TOWER 1,2,TOWER 1 / 2 COMM COMPLEX ADMIRALTY CTR 18 HARCOURT RD CENTRAL DISTRICT HK,TOWER 1 2/F,COMM COMPLEX ADMIRALTY CTR,18 HARCOURT RD,CENTRAL DISTRICT HK
249206,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,24,35498921,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,21406201,SHOP NO.B107,B1,THE MASTERPIECE / K11 HANOI RD TSIM SHA TSUI KLN,SHOP NO.B107 B1/F,K11 & KIL 9805 DEP. HOTEL,HANOI RD,TSIM SHA TSUI KLN
267366,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,14,36902195,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00020539,,G,SHOPPING MALL METROPOLE BLDG NORTH POINT HK,G/F,SHOPPING MALL,METROPOLE BLDG,NORTH POINT HK
269780,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,25,39070416,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00007563,SHOP 316 & 317C,L3,WINDSOR HSE 311 GLOUCESTER RD CAUSEWAY BAY HK,SHOP 316 & 317C L3/F,WINDSOR HSE,311 GLOUCESTER RD,CAUSEWAY BAY HK
282117,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,9,25180797,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00012077,SHOP 27,G,MEI KWONG CRT ABERDEEN CTR ABERDEEN HK,SHOP 27 G/F BLOCK P,MEI KWONG CRT 11 NAM NING ST,ABERDEEN CTR,ABERDEEN HK
311450,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,5,27546759,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00090390,FLAT 55,1,AMOY PLAZA 77 NGAU TAU KOK RD NGAU TAU KOK KLN,FLAT 55 1/F,AMOY PLAZA PH 1,,NGAU TAU KOK KLN
312941,ONOP,,IC,FORTRESS,FORTRESS,171,1,81213992,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
320572,ONOP,,IC,FORTRESS,FORTRESS,171,1,81210953,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
324477,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,28734482,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CENTRE,23 YIP HING ST,WONG CHUK HANG
